130 0.77 -0.32 0.60
131 0.75 -0.33 0.60
132 0.74 -0.33 0.60
133 0.73 -0.34 0.60
134 0.72 -0.35 0.60
135 0.71 -0.35 0.60
136 0.69 -0.36 0.60
137 0.68 -0.37 0.60
138 0.67 -0.37 0.60
139 0.66 -0.38 0.60
140 0.64 -0.38 0.60
141 0.63 -0.39 0.60
142 0.62 -0.39 0.60
143 0.60 -0.40 0.60
144 0.59 -0.40 0.60
145 0.57 -0.41 0.60
146 0.56 -0.41 0.60
147 0.54 -0.42 0.60
148 0.53 -0.42 0.60
149 0.52 -0.43 0.60
150 0.50 -0.43 0.60
151 0.48 -0.44 0.60
152 0.47 -0.44 0.60
153 0.45 -0.45 0.60
154 0.44 -0.45 0.60
155 0.42 -0.45 0.60
156 0.41 -0.46 0.60
157 0.39 -0.46 0.60
158 0.37 -0.46 0.60
159 0.36 -0.47 0.60
160 0.34 -0.47 0.60
161 0.33 -0.47 0.60
162 0.31 -0.48 0.60
163 0.29 -0.48 0.60
164 0.28 -0.48 0.60
165 0.26 -0.48 0.60
166 0.24 -0.49 0.60
167 0.22 -0.49 0.60
168 0.21 -0.49 0.60
169 0.19 -0.49 0.60
170 0.17 -0.49 0.60
171 0.16 -0.49 0.60
172 0.14 -0.50 0.60
173 0.12 -0.50 0.60
174 0.10 -0.50 0.60
175 0.09 -0.50 0.60
176 0.07 -0.50 0.60
177 0.05 -0.50 0.60
178 0.03 -0.50 0.60
179 0.02 -0.50 0.60
180 0.00 -0.50 0.60
181 -0.02 -0.50 -0.60
182 -0.03 -0.50 -0.60
183 -0.05 -0.50 -0.60
184 -0.07 -0.50 -0.60
185 -0.09 -0.50 -0.60
186 -0.10 -0.50 -0.60
187 -0.12 -0.50 -0.60
188 -0.14 -0.50 -0.60
189 -0.16 -0.49 -0.60
190 -0.17 -0.49 -0.60
191 -0.19 -0.49 -0.60
192 -0.21 -0.49 -0.60
193 -0.22 -0.49 -0.60
194 -0.24 -0.49 -0.60
195 -0.26 -0.48 -0.60
196 -0.28 -0.48 -0.60
197 -0.29 -0.48 -0.60
198 -0.31 -0.48 -0.60
199 -0.33 -0.47 -0.60
200 -0.34 -0.47 -0.60
201 -0.36 -0.47 -0.60
202 -0.37 -0.46 -0.60
203 -0.39 -0.46 -0.60
204 -0.41 -0.46 -0.60
205 -0.42 -0.45 -0.60
206 -0.44 -0.45 -0.60
207 -0.45 -0.45 -0.60
208 -0.47 -0.44 -0.60
209 -0.48 -0.44 -0.60
210 -0.50 -0.43 -0.60
211 -0.52 -0.43 -0.60
212 -0.53 -0.42 -0.60
213 -0.54 -0.42 -0.60
214 -0.56 -0.41 -0.60
215 -0.57 -0.41 -0.60
216 -0.59 -0.40 -0.60
217 -0.60 -0.40 -0.60
218 -0.62 -0.39 -0.60
219 -0.63 -0.39 -0.60
220 -0.64 -0.38 -0.60
221 -0.66 -0.38 -0.60
222 -0.67 -0.37 -0.60
223 -0.68 -0.37 -0.60
224 -0.69 -0.36 -0.60
225 -0.71 -0.35 -0.60
226 -0.72 -0.35 -0.60
227 -0.73 -0.34 -0.60
228 -0.74 -0.33 -0.60
229 -0.75 -0.33 -0.60
230 -0.77 -0.32 -0.60
231 -0.78 -0.31 -0.60
232 -0.79 -0.31 -0.60
233 -0.80 -0.30 -0.60
234 -0.81 -0.29 -0.60
235 -0.82 -0.29 -0.60
236 -0.83 -0.28 -0.60
237 -0.84 -0.27 -0.60
238 -0.85 -0.26 -0.60
239 -0.86 -0.26 -0.60
240 -0.87 -0.25 -0.60
241 -0.87 -0.24 -0.60
242 -0.88 -0.23 -0.60
243 -0.89 -0.23 -0.60
244 -0.90 -0.22 -0.60
245 -0.91 -0.21 -0.60
246 -0.91 -0.20 -0.60
247 -0.92 -0.20 -0.60
248 -0.93 -0.19 -0.60
249 -0.93 -0.18 -0.60
250 -0.94 -0.17 -0.60
251 -0.95 -0.16 -0.60
252 -0.95 -0.15 -0.60
253 -0.96 -0.15 -0.60
254 -0.96 -0.14 -0.60
255 -0.97 -0.13 -0.60
256 -0.97 -0.12 -0.60
257 -0.97 -0.11 -0.60
258 -0.98 -0.10 -0.60
259 -0.98 -0.10 -0.60
260 -0.98 -0.09 -0.60
261 -0.99 -0.08 -0.60
262 -0.99 -0.07 -0.60
263 -0.99 -0.06 -0.60
264 -0.99 -0.05 -0.60
265 -1.00 -0.04 -0.60
266 -1.00 -0.03 -0.60
267 -1.00 -0.03 -0.60
268 -1.00 -0.02 -0.60
269 -1.00 -0.01 -0.60
270 -1.00 -0.00 -0.60
271 -1.00 0.01 -0.60
272 -1.00 0.02 -0.60
273 -1.00 0.03 -0.60
274 -1.00 0.03 -0.60
275 -1.00 0.04 -0.60
276 -0.99 0.05 -0.60
277 -0.99 0.06 -0.60
278 -0.99 0.07 -0.60
279 -0.99 0.08 -0.60
280 -0.98 0.09 -0.60
281 -0.98 0.10 -0.60
282 -0.98 0.10 -0.60
283 -0.97 0.11 -0.60
284 -0.97 0.12 -0.60
285 -0.97 0.13 -0.60
286 -0.96 0.14 -0.60
287 -0.96 0.15 -0.60
288 -0.95 0.15 -0.60
289 -0.95 0.16 -0.60
290 -0.94 0.17 -0.60
291 -0.93 0.18 -0.60
292 -0.93 0.19 -0.60
293 -0.92 0.20 -0.60
294 -0.91 0.20 -0.60
295 -0.91 0.21 -0.60
296 -0.90 0.22 -0.60
297 -0.89 0.23 -0.60
298 -0.88 0.23 -0.60
299 -0.87 0.24 -0.60
300 -0.87 0.25 -0.60
301 -0.86 0.26 -0.60
302 -0.85 0.26 -0.60
303 -0.84 0.27 -0.60
304 -0.83 0.28 -0.60
305 -0.82 0.29 -0.60
306 -0.81 0.29 -0.60
307 -0.80 0.30 -0.60
308 -0.79 0.31 -0.60
309 -0.78 0.31 -0.60
310 -0.77 0.32 -0.60
311 -0.75 0.33 -0.60
312 -0.74 0.33 -0.60
313 -0.73 0.34 -0.60
314 -0.72 0.35 -0.60
315 -0.71 0.35 -0.60
316 -0.69 0.36 -0.60
317 -0.68 0.37 -0.60
318 -0.67 0.37 -0.60
319 -0.66 0.38 -0.60
320 -0.64 0.38 -0.60
321 -0.63 0.39 -0.60
322 -0.62 0.39 -0.60
323 -0.60 0.40 -0.60
324 -0.59 0.40 -0.60
325 -0.57 0.41 -0.60
326 -0.56 0.41 -0.60
327 -0.54 0.42 -0.60
328 -0.53 0.42 -0.60
329 -0.52 0.43 -0.60
330 -0.50 0.43 -0.60
331 -0.48 0.44 -0.60
332 -0.47 0.44 -0.60
333 -0.45 0.45 -0.60
334 -0.44 0.45 -0.60
335 -0.42 0.45 -0.60
336 -0.41 0.46 -0.60
337 -0.39 0.46 -0.60
338 -0.37 0.46 -0.60
339 -0.36 0.47 -0.60
340 -0.34 0.47 -0.60
341 -0.33 0.47 -0.60
342 -0.31 0.48 -0.60
343 -0.29 0.48 -0.60
344 -0.28 0.48 -0.60
345 -0.26 0.48 -0.60
346 -0.24 0.49 -0.60
347 -0.22 0.49 -0.60
348 -0.21 0.49 -0.60
349 -0.19 0.49 -0.60
350 -0.17 0.49 -0.60
351 -0.16 0.49 -0.60
352 -0.14 0.50 -0.60
353 -0.12 0.50 -0.60
354 -0.10 0.50 -0.60
355 -0.09 0.50 -0.60
356 -0.07 0.50 -0.60
357 -0.05 0.50 -0.60
358 -0.03 0.50 -0.60
359 -0.02 0.50 -0.60
360 -0.00 0.50 -0.60
361 0.02 0.50 0.60
362 0.03 0.50 0.60
363 0.05 0.50 0.60
364 0.07 0.50 0.60
365 0.09 0.50 0.60
366 0.10 0.50 0.60
367 0.12 0.50 0.60
368 0.14 0.50 0.60
369 0.16 0.49 0.60
370 0.17 0.49 0.60
371 0.19 0.49 0.60
372 0.21 0.49 0.60
373 0.22 0.49 0.60
374 0.24 0.49 0.60
375 0.26 0.48 0.60
376 0.28 0.48 0.60
377 0.29 0.48 0.60
378 0.31 0.48 0.60
379 0.33 0.47 0.60
380 0.34 0.47 0.60
381 0.36 0.47 0.60
382 0.37 0.46 0.60
383 0.39 0.46 0.60
384 0.41 0.46 0.60
385 0.42 0.45 0.60
386 0.44 0.45 0.60
387 0.45 0.45 0.60
388 0.47 0.44 0.60
389 0.48 0.44 0.60
390 0.50 0.43 0.60
391 0.52 0.43 0.60
392 0.53 0.42 0.60
393 0.54 0.42 0.60
394 0.56 0.41 0.60
395 0.57 0.41 0.60
396 0.59 0.40 0.60
397 0.60 0.40 0.60
398 0.62 0.39 0.60
399 0.63 0.39 0.60
400 0.64 0.38 0.60
401 0.66 0.38 0.60
402 0.67 0.37 0.60
403 0.68 0.37 0.60
404 0.69 0.36 0.60
405 0.71 0.35 0.60
406 0.72 0.35 0.60
407 0.73 0.34 0.60
408 0.74 0.33 0.60
409 0.75 0.33 0.60
410 0.77 0.32 0.60
411 0.78 0.31 0.60
412 0.79 0.31 0.60
413 0.80 0.30 0.60
414 0.81 0.29 0.60
415 0.82 0.29 0.60
416 0.83 0.28 0.60
417 0.84 0.27 0.60
418 0.85 0.26 0.60
419 0.86 0.26 0.60
420 0.87 0.25 0.60
421 0.87 0.24 0.60
422 0.88 0.23 0.60
423 0.89 0.23 0.60
424 0.90 0.22 0.60
425 0.91 0.21 0.60
426 0.91 0.20 0.60
427 0.92 0.20 0.60
428 0.93 0.19 0.60
429 0.93 0.18 0.60
430 0.94 0.17 0.60
431 0.95 0.16 0.60
432 0.95 0.15 0.60
433 0.96 0.15 0.60
434 0.96 0.14 0.60
435 0.97 0.13 0.60
436 0.97 0.12 0.60
437 0.97 0.11 0.60
438 0.98 0.10 0.60
439 0.98 0.10 0.60
440 0.98 0.09 0.60
441 0.99 0.08 0.60
442 0.99 0.07 0.60
443 0.99 0.06 0.60
444 0.99 0.05 0.60
445 1.00 0.04 0.60
446 1.00 0.03 0.60
447 1.00 0.03 0.60
448 1.00 0.02 0.60
449 1.00 0.01 0.60
450 1.00 0.00 0.60
451 1.00 -0.01 0.60
452 1.00 -0.02 0.60
453 1.00 -0.03 0.60
454 1.00 -0.03 0.60
455 1.00 -0.04 0.60
456 0.99 -0.05 0.60
457 0.99 -0.06 0.60
458 0.99 -0.07 0.60
459 0.99 -0.08 0.60
460 0.98 -0.09 0.60
461 0.98 -0.10 0.60
462 0.98 -0.10 0.60
463 0.97 -0.11 0.60
464 0.97 -0.12 0.60
465 0.97 -0.13 0.60
466 0.96 -0.14 0.60
467 0.96 -0.15 0.60
468 0.95 -0.15 0.60
469 0.95 -0.16 0.60
470 0.94 -0.17 0.60
471 0.93 -0.18 0.60
472 0.93 -0.19 0.60
473 0.92 -0.20 0.60
474 0.91 -0.20 0.60
475 0.91 -0.21 0.60
476 0.90 -0.22 0.60
477 0.89 -0.23 0.60
478 0.88 -0.23 0.60
479 0.87 -0.24 0.60
480 0.87 -0.25 0.60
481 0.86 -0.26 0.60
482 0.85 -0.26 0.60
483 0.84 -0.27 0.60
484 0.83 -0.28 0.60
485 0.82 -0.29 0.60
486 0.81 -0.29 0.60
487 0.80 -0.30 0.60
488 0.79 -0.31 0.60
489 0.78 -0.31 0.60
490 0.77 -0.32 0.60
491 0.75 -0.33 0.60
492 0.74 -0.33 0.60
493 0.73 -0.34 0.60
494 0.72 -0.35 0.60
495 0.71 -0.35 0.60
496 0.69 -0.36 0.60
497 0.68 -0.37 0.60
498 0.67 -0.37 0.60
499 0.66 -0.38 0.60
500 0.64 -0.38 0.60
501 0.63 -0.39 0.60
502 0.62 -0.39 0.60
503 0.60 -0.40 0.60
504 0.59 -0.40 0.60
505 0.57 -0.41 0.60
506 0.56 -0.41 0.60
507 0.54 -0.42 0.60
508 0.53 -0.42 0.60
509 0.52 -0.43 0.60
510 0.50 -0.43 0.60
511 0.48 -0.44 0.60
512 0.47 -0.44 0.60
513 0.45 -0.45 0.60
514 0.44 -0.45 0.60
515 0.42 -0.45 0.60
516 0.41 -0.46 0.60
517 0.39 -0.46 0.60
518 0.37 -0.46 0.60
519 0.36 -0.47 0.60
520 0.34 -0.47 0.60
521 0.33 -0.47 0.60
522 0.31 -0.48 0.60
523 0.29 -0.48 0.60
524 0.28 -0.48 0.60
525 0.26 -0.48 0.60
526 0.24 -0.49 0.60
527 0.22 -0.49 0.60
528 0.21 -0.49 0.60
529 0.19 -0.49 0.60
530 0.17 -0.49 0.60
531 0.16 -0.49 0.60
532 0.14 -0.50 0.60
533 0.12 -0.50 0.60
534 0.10 -0.50 0.60
535 0.09 -0.50 0.60
536 0.07 -0.50 0.60
537 0.05 -0.50 0.60
538 0.03 -0.50 0.60
539 0.02 -0.50 0.60
540 0.00 -0.50 0.60
541 -0.02 -0.50 -0.60
542 -0.03 -0.50 -0.60
543 -0.05 -0.50 -0.60
544 -0.07 -0.50 -0.60
545 -0.09 -0.50 -0.60
546 -0.10 -0.50 -0.60
547 -0.12 -0.50 -0.60
548 -0.14 -0.50 -0.60
549 -0.16 -0.49 -0.60
550 -0.17 -0.49 -0.60
551 -0.19 -0.49 -0.60
552 -0.21 -0.49 -0.60
553 -0.22 -0.49 -0.60
554 -0.24 -0.49 -0.60
555 -0.26 -0.48 -0.60
556 -0.28 -0.48 -0.60
557 -0.29 -0.48 -0.60
558 -0.31 -0.48 -0.60
559 -0.33 -0.47 -0.60
560 -0.34 -0.47 -0.60
561 -0.36 -0.47 -0.60
562 -0.37 -0.46 -0.60
563 -0.39 -0.46 -0.60
564 -0.41 -0.46 -0.60
565 -0.42 -0.45 -0.60
566 -0.44 -0.45 -0.60
567 -0.45 -0.45 -0.60
568 -0.47 -0.44 -0.60
569 -0.48 -0.44 -0.60
570 -0.50 -0.43 -0.60
571 -0.52 -0.43 -0.60
572 -0.53 -0.42 -0.60
573 -0.54 -0.42 -0.60
574 -0.56 -0.41 -0.60
575 -0.57 -0.41 -0.60
576 -0.59 -0.40 -0.60
577 -0.60 -0.40 -0.60
578 -0.62 -0.39 -0.60
579 -0.63 -0.39 -0.60
580 -0.64 -0.38 -0.60
581 -0.66 -0.38 -0.60
582 -0.67 -0.37 -0.60
583 -0.68 -0.37 -0.60
584 -0.69 -0.36 -0.60
585 -0.71 -0.35 -0.60
586 -0.72 -0.35 -0.60
587 -0.73 -0.34 -0.60
588 -0.74 -0.33 -0.60
589 -0.75 -0.33 -0.60
590 -0.77 -0.32 -0.60
591 -0.78 -0.31 -0.60
592 -0.79 -0.31 -0.60
593 -0.80 -0.30 -0.60
594 -0.81 -0.29 -0.60
595 -0.82 -0.29 -0.60
596 -0.83 -0.28 -0.60
597 -0.84 -0.27 -0.60
598 -0.85 -0.26 -0.60
599 -0.86 -0.26 -0.60
600 -0.87 -0.25 -0.60
601 -0.87 -0.24 -0.60
602 -0.88 -0.23 -0.60
603 -0.89 -0.23 -0.60
604 -0.90 -0.22 -0.60
605 -0.91 -0.21 -0.60
606 -0.91 -0.20 -0.60
607 -0.92 -0.20 -0.60
608 -0.93 -0.19 -0.60
609 -0.93 -0.18 -0.60
610 -0.94 -0.17 -0.60
611 -0.95 -0.16 -0.60
612 -0.95 -0.15 -0.60
613 -0.96 -0.15 -0.60
614 -0.96 -0.14 -0.60
615 -0.97 -0.13 -0.60
616 -0.97 -0.12 -0.60
617 -0.97 -0.11 -0.60
618 -0.98 -0.10 -0.60
619 -0.98 -0.10 -0.60
620 -0.98 -0.09 -0.60
621 -0.99 -0.08 -0.60
622 -0.99 -0.07 -0.60
623 -0.99 -0.06 -0.60
624 -0.99 -0.05 -0.60
625 -1.00 -0.04 -0.60
626 -1.00 -0.03 -0.60
627 -1.00 -0.03 -0.60
628 -1.00 -0.02 -0.60
629 -1.00 -0.01 -0.60
630 -1.00 -0.00 -0.60
631 -1.00 0.01 -0.60
632 -1.00 0.02 -0.60
633 -1.00 0.03 -0.60
634 -1.00 0.03 -0.60
635 -1.00 0.04 -0.60
636 -0.99 0.05 -0.60
637 -0.99 0.06 -0.60
638 -0.99 0.07 -0.60
639 -0.99 0.08 -0.60
640 -0.98 0.09 -0.60
641 -0.98 0.10 -0.60
642 -0.98 0.10 -0.60
643 -0.97 0.11 -0.60
644 -0.97 0.12 -0.60
645 -0.97 0.13 -0.60
646 -0.96 0.14 -0.60
647 -0.96 0.15 -0.60
648 -0.95 0.15 -0.60
649 -0.95 0.16 -0.60
650 -0.94 0.17 -0.60
651 -0.93 0.18 -0.60
652 -0.93 0.19 -0.60
653 -0.92 0.20 -0.60
654 -0.91 0.20 -0.60
655 -0.91 0.21 -0.60
656 -0.90 0.22 -0.60
657 -0.89 0.23 -0.60
658 -0.88 0.23 -0.60
659 -0.87 0.24 -0.60
660 -0.87 0.25 -0.60
661 -0.86 0.26 -0.60
662 -0.85 0.26 -0.60
663 -0.84 0.27 -0.60
664 -0.83 0.28 -0.60
665 -0.82 0.29 -0.60
666 -0.81 0.29 -0.60
667 -0.80 0.30 -0.60
668 -0.79 0.31 -0.60
669 -0.78 0.31 -0.60
670 -0.77 0.32 -0.60
671 -0.75 0.33 -0.60
672 -0.74 0.33 -0.60
673 -0.73 0.34 -0.60
674 -0.72 0.35 -0.60
675 -0.71 0.35 -0.60
676 -0.69 0.36 -0.60
677 -0.68 0.37 -0.60
678 -0.67 0.37 -0.60
679 -0.66 0.38 -0.60
680 -0.64 0.38 -0.60
681 -0.63 0.39 -0.60
682 -0.62 0.39 -0.60
683 -0.60 0.40 -0.60
684 -0.59 0.40 -0.60
685 -0.57 0.41 -0.60
686 -0.56 0.41 -0.60
687 -0.54 0.42 -0.60
688 -0.53 0.42 -0.60
689 -0.52 0.43 -0.60
690 -0.50 0.43 -0.60
691 -0.48 0.44 -0.60
692 -0.47 0.44 -0.60
693 -0.45 0.45 -0.60
694 -0.44 0.45 -0.60
695 -0.42 0.45 -0.60
696 -0.41 0.46 -0.60
697 -0.39 0.46 -0.60
698 -0.37 0.46 -0.60
699 -0.36 0.47 -0.60
700 -0.34 0.47 -0.60
701 -0.33 0.47 -0.60
702 -0.31 0.48 -0.60
703 -0.29 0.48 -0.60
704 -0.28 0.48 -0.60
705 -0.26 0.48 -0.60
706 -0.24 0.49 -0.60
707 -0.22 0.49 -0.60
708 -0.21 0.49 -0.60
709 -0.19 0.49 -0.60
710 -0.17 0.49 -0.60
711 -0.16 0.49 -0.60
712 -0.14 0.50 -0.60
713 -0.12 0.50 -0.60
714 -0.10 0.50 -0.60
715 -0.09 0.50 -0.60
716 -0.07 0.50 -0.60
717 -0.05 0.50 -0.60
718 -0.03 0.50 -0.60
719 -0.02 0.50 -0.60
